"","Crop Code","Crop Name","Crop Type Name","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"447","0053","GRAPES","VENUS",3.1,21.7,20,19.4,19.18,19.22,18.726,12.226,12.296,12.536
"448","0053","GRAPES","VERDELET BLANC",10.2,10.2,46.68,75.18,79.18,29.65,28.71,27.87,25.71,97
"449","0053","GRAPES","VERDELHO",NA,NA,NA,NA,NA,NA,NA,NA,20,26.8
"450","0053","GRAPES","VHO",NA,NA,NA,NA,NA,NA,54.04,54.04,NA,NA
"451","0053","GRAPES","VIDAL",82.68,81.22,107.11,148.73,130.1,197.86,181.65,173.5,144.4869,143.4049
"452","0053","GRAPES","VIDAL BLANC",253.04,144.59,232.5,166.05,281.63,280.98,256.01,264.3623,260.8899,265.0864
"453","0053","GRAPES","VIGNOLES",294.21,378.12,451.32,445.49,485.52,482.72,347.807,252.7,306.56,317.979
"454","0053","GRAPES","VILLARD BLANC",19.69,20.77,50.46,21.23,24.13,24.51,26.35,16.33,15.23,16.23
"455","0053","GRAPES","VILLARD NOIR",0.8,0.8,1.6,2.1,1.6,1.6,1.6,1.6,1.6,1.6
"456","0053","GRAPES","VINCENT",6.42,5.97,9.06,17.19,16.23,17.43,33.84,40.69,42.33,43.32
"457","0053","GRAPES","VITIS LABRUSCA",NA,NA,2.7,2.7,2.7,2.7,3.29,3.29,3.29,5.08
"458","0053","GRAPES","VITIS VINIFERA",616.91,254.02,235.79,267.22,269.57,215.68,214.49,515.34,1091.8667,1406.0834
"459","0053","GRAPES","VIVANT",6.9,4.1,4.98,4.98,5.98,1.98,1.88,NA,NA,11.09
"460","0053","GRAPES","VOIGNIER",558.4,869.32,1137.37,1034.97,1057.17,958.06,920.79,1076.38,869.311,888.641
"461","0053","GRAPES","WHITE CAYUGA",20.89,13.68,15.29,9.04,9.8,23.12,27.84,38.6,29.49,20.45
"462","0053","GRAPES","WHITE MALAGA",19.3,19.3,NA,NA,NA,NA,NA,NA,NA,NA
"463","0053","GRAPES","WHITE RIESLING/JOHANNISBERG",1149.59,900.09,2442.4,1132.93,959.97,797.69,829.79,255.89,253.73,1330.89
"464","0053","GRAPES","ZINFANDEL",6948.96,7430.91,12498.61,12741.18,14813.88,13459.57,11082.43,11701.49,11202.66,10082.8
"465","0053","GRAPES","ZWE",NA,NA,NA,0.1,1.13,9.98,9.58,9.66,NA,NA
"466","0053","GRAPES","ZWEIGELTREBE",NA,NA,NA,NA,NA,NA,NA,NA,9,13.33
"467","0054","APPLES","COMMON",87326.65,81461.72,91721.64,92947.06,88379.35,81174.06,83574.774,79329.5432,75551.4982,71993.1272
"468","0054","APPLES","SPECIALTY",21306.79,21740.41,34821.3,33021.79,32524.79,31558.29,36358.798,32613.2871,36556.2244,38134.886
"469","0058","CRANBERRIES","NULL",NA,NA,NA,34649.86,NA,NA,NA,NA,NA,NA
"470","0058","CRANBERRIES",NA,17138.15,18881.06,14095.43,NA,37585.37,36435.86,36915.26,34905.88,34022.47,30973.68
"471","0060","FIGS","ADRIATIC",332.46,183.5,20,7.2,86.62,14.74,10.36,1.1,0.01,0.81
"472","0060","FIGS","BLACK MISSION",63.58,145.58,487.8,437.8,458.72,104.24,95.49,84.18,86.7,87.18
"473","0060","FIGS","BROWN TURKEY",6.3,2,8.66,3.8,7.26,7.54,11.55,9.9014,9.1828,10.8028
"474","0060","FIGS","CALIMYRNA",751.69,713.17,58.02,NA,0.4,NA,36.52,NA,NA,NA
"475","0060","FIGS","KADOTA",4.23,31.83,5.28,3.64,7.38,7.18,7.03,1.43,9.43,9.43
"476","0060","FIGS","SIERRA",NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA
"477","0067","PEAS","AUSTRIAN",29334.8,35292.22,23318.4,21100.62,19284.17,27524.85,39841.11,43371.75,29424.305,17672.2869
"478","0067","PEAS","BLACK EYE",52014.08,26974.03,23972.08,57190.19,64183.88,49889.09,67174.215,64428.3886,45701.2746,33833.11
"479","0067","PEAS","BUTTER",200.7,20.4,45.07,136.66,81.64,119.11,26.0384,95.64,189.87,38.8
"480","0067","PEAS","CALEY",172.2,165.8,86.72,57.26,3.72,180.9,NA,7.4,NA,NA
"481","0067","PEAS","CHICKLING (VETCH)",2135.9,2739.26,832.78,2090.67,4286.31,1683.81,1322.04,603.22,2034.33,2054.33
"482","0067","PEAS","CHINA",3801.15,3117.41,505.2,311.3,2600.52,1046.95,1375.23,937.1,3560.45,2043.1
"483","0067","PEAS","COW",23304.86,14728.6,6983.86,9119.91,12164.76,15092.52,17783.05,14439.9127,15867.88,22514.11
"484","0067","PEAS","CREAM",3511.55,2806.26,3157.48,3688.05,2673.29,2242.56,4212.3,4401.51,3733.0482,3796.518
"485","0067","PEAS","CROWDER",2675.77,1290.56,2413.7,2374.79,2197.38,3472.17,1830.461,2658.85,1504.136,1180.296
"486","0067","PEAS","ENGLISH/GARDEN",12648.8,9280.71,37990.83,72524.41,74357.27,77934.57,92570.2805,89608.8946,100449.4744,97176.9874
"487","0067","PEAS","FLAT",58.3,6.54,14.3,131.44,268.41,79.93,396.56,20,278.1,305.272
"488","0067","PEAS","GREEN",386166.17,325026.31,207771.22,300212.22,426492.43,488671.01,555918.115,478288.5905,318350.9735,234713.78
"489","0067","PEAS","MARROWFAT",NA,1066.9,212.7,208.9,1085.04,3085.64,10373.15,12471.25,971.38,16.42
"490","0067","PEAS","MINI",2246.83,584.1,96.1,354.7,196.4,30.07,NA,7,NA,74.92
"491","0067","PEAS","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,3022.46
"492","0067","PEAS","PARTRIDGE",3742.4,3926.5,3920.22,3527.34,2944.26,2629.45,2689.16,2660.24,659.31,462.9
"493","0067","PEAS","PIGEON",273.17,144.42,219.69,247.34,78.63,81.89,132.07,168.23,104.26,422.29
"494","0067","PEAS","PINK EYED",864,1089.9,1997.03,3895.11,3142.29,5080.27,3796.95,4184.04,3384.735,4842.15
"495","0067","PEAS","PURPLE HULL",30309.8,30053.17,20854.07,24546.63,25365.16,18820.35,30346.688,23658.22,20520.894,11557.706
"496","0067","PEAS","RONDO",3733.36,4559.82,1158.01,5382.3,5310.12,5803.63,6224.442,706.7,517.13,304.8
"497","0067","PEAS","SNAP",112865.74,89793.91,87379.14,108520.3,108254.22,91178.42,86474.0318,71764.7589,66557.5989,64211.3907
"498","0067","PEAS","SNOW",36765.04,26590.6,13423.37,12547.38,10342,11547.54,7916.9228,6671.8155,5721.482,7085.5712
"499","0067","PEAS","SOUTHERN ACRE",2919.24,1535,1354.04,850.24,1542.05,929.55,667.65,1402.22,316.998,289.46
"500","0067","PEAS","SPECKLED/COLORED",2350.7,4923.91,4067.75,5026.21,6255.28,4697.65,6072.78,8409.78,5874.5,2026.16
"501","0067","PEAS","SUGAR",56844.91,56168.82,73724.25,60789.17,56400.97,56918.03,45217.566,45829.0654,22939.3854,21872.3496
"502","0067","PEAS","UMATILLA",63.4,301.6,224.51,NA,83.04,NA,NA,115.42,168.43,40
"503","0067","PEAS","WRINKLED SEED",29503.91,21618.24,31812.44,30848.1,26167.02,44434.18,33471.82,29657.47,22318.19,17402.64
"504","0067","PEAS","YELLOW VARIETY",487611.01,446961.07,232800.27,395963.83,524103.77,532700.34,679914.04,937786.39,859630.175,689895.22
"505","0075","PEANUTS","RUNNER PEANUTS",894143.43,1008093.72,1267206.76,1900837.43,1113541.82,1507337.38,2018309.59,1848204.27,2155320.6868,1667232.24
"506","0075","PEANUTS","SOUTHEAST SPANISH PEANUTS",205.6,261.5,402.2,1944.72,1546.2,1897.15,2158.49,3359.14,1890.09,403.74
"507","0075","PEANUTS","SOUTHWEST SPANISH PEANUTS",32933.73,39435.92,33171.03,50563.71,73635.55,58857.76,48750.42,105112.69,133570.29,79197.48
"508","0075","PEANUTS","VALENCIA PEANUTS",28299.07,21658.26,28737.96,69752.19,42393.09,22834.43,43920.613,95031.1,73856.51,53885.38
"509","0075","PEANUTS","VIRGINIA PEANUTS",157719.85,206689.54,246450.73,294577.34,267167.65,321864.24,228850.97,325432.155,366903.42,292026.355
"510","0078","SUNFLOWERS","CON",NA,NA,NA,NA,NA,179.86,13032.72,11275.58,NA,NA
"511","0078","SUNFLOWERS","CONFECTIONERY - SUNFLOWER",346632.2,530343.22,359691.62,304166.11,401103.14,479273.21,375366.68,208651.8604,202104.195,147382.8374
"512","0078","SUNFLOWERS","CONOIL",NA,NA,NA,NA,NA,NA,NA,NA,14045.47,9023.14
"513","0078","SUNFLOWERS","MAX",NA,NA,NA,NA,NA,NA,NA,780.68,NA,NA
"514","0078","SUNFLOWERS","MAXIMILIAN",NA,NA,NA,NA,NA,NA,NA,NA,1603.737,2039.57
"515","0078","SUNFLOWERS","SUNFLOWER OIL",1774393.49,1641422.1,1839699.48,1751020.37,1678999.83,1422211.92,1697371.274,1497761.96,1297371.227,1265775.5799
"516","0079","SAFFLOWER","NULL",NA,NA,NA,220630.37,NA,NA,NA,NA,NA,NA
"517","0079","SAFFLOWER",NA,187624.06,179463.29,183883.68,NA,224524.7,221312.39,224742.11,220521.74,210277.73,155168.4998
"518","0080","MILLET","COMMON",343150.5,294065.38,280080.53,313668.92,394054.46,328993.64,360931.44,347711.43,470100.825,536137.5
"519","0080","MILLET","DOVE PROSO",367937.26,392728.43,391942.13,354744.6,756897.03,519351.59,466456.41,456526.18,506443.62,487490.64
"520","0080","MILLET","FOXTAIL",NA,NA,NA,NA,NA,NA,NA,NA,8178.88,27158.59
"521","0080","MILLET","FXT",NA,NA,NA,NA,NA,NA,NA,5796.62,NA,NA
"522","0080","MILLET","JAPANESE",NA,NA,NA,NA,NA,NA,NA,NA,5337.85,7374.92
"523","0080","MILLET","JPN",NA,NA,NA,2046.57,3312.99,3369.97,3183.6,2364.49,NA,NA
"524","0080","MILLET","PEARL",NA,NA,2107.05,20837.86,20757.77,29602.04,35745.71,42448,50203.85,77908.16
"525","0081","SOYBEANS","COMMON",77080132.12,77550439.82,82499573.23,83435157.9,84572748.8,91799832.06,93034599.2751,91294583.0668,99592981.0064,97898590.6322
"526","0081","SOYBEANS","EDAMAME SOYBEANS",1075.72,14096.82,7954.34,5822.49,7676.32,5486.84,6498.707,5007.565,4815.574,5324.362
"527","0081","SOYBEANS","HIGH PROTEIN",NA,NA,NA,NA,NA,NA,NA,NA,18742.81,25957.86
"528","0081","SOYBEANS","HPT",NA,NA,NA,NA,372.42,19983,30953.095,17301.91,NA,NA
"529","0081","SOYBEANS","LARGE SEEDED FOOD GRADE",NA,NA,NA,NA,NA,NA,NA,NA,50802.99,63381.75
"530","0081","SOYBEANS","LERADO",257747.78,100863.51,36696.42,26077.33,23816.74,19594.22,15294.6,15082.55,11241.52,5127.43
"531","0081","SOYBEANS","LOW LINOLENIC ACID",NA,NA,139.3,325.5,481.54,1423.53,466.84,3558.55,641.89,120.43
"532","0081","SOYBEANS","LOW SATURATED FAT",NA,NA,NA,NA,NA,NA,NA,NA,6407.24,913.23
"533","0081","SOYBEANS","LSD",NA,NA,NA,NA,5963.71,44481.47,50624.9,56753.47,NA,NA
"534","0081","SOYBEANS","LSF",NA,NA,NA,NA,NA,NA,1011.93,2486.17,NA,NA
"535","0081","SOYBEANS","QUAIL HAVEN",18,52.2,42.57,NA,20.25,18.61,1.92,NA,8.17,NA
"536","0081","SOYBEANS","SMALL SEEDED FOOD GRADE",NA,NA,NA,NA,NA,NA,NA,NA,43102.93,36473.69
"537","0081","SOYBEANS","SSD",NA,NA,NA,NA,8429.39,24838.8,23059.97,33693.6,NA,NA
"538","0081","SOYBEANS","VERNAL",42,297.7,2557.6,NA,NA,2,267.93,364.78,589.04,NA
"539","0083","PEPPERS","ANAHEIM",602.73,261.27,546.31,480.96,539.84,419.3,596.5344,421.4963,560.914,616.6548
"540","0083","PEPPERS","BANANA",1540.62,1642.83,1659.39,1931.22,1655.07,1817.88,1664.755,1810.4859,1811.0203,1297.0656
"541","0083","PEPPERS","CAYENNE",885.11,571.3,551.31,549.38,559.06,147.57,640.19,209.3537,46.9112,29.9137
"542","0083","PEPPERS","CHILACA",NA,NA,0.2,NA,NA,NA,6.82,1.6526,NA,2
"543","0083","PEPPERS","CUBANELLS",444.37,474.32,764.12,668.65,533.04,527.45,605.9474,501.2249,446.982,467.3682
"544","0083","PEPPERS","FINGERHOTS",25.05,34.14,28.3,101.87,48.85,104.34,74.07,51.7,39.177,36.63
"545","0083","PEPPERS","FRESNO",NA,NA,NA,4.83,5.6,5.94,7.02,11.9826,9.59,2.46
"546","0083","PEPPERS","GOURMET MINI",2.09,3.83,7.81,9.38,8.3,2.96,5.42,10.021,31.96,31.9558
"547","0083","PEPPERS","GREEN BELL",15892.52,16271.7,26098.78,25290.86,23477.19,23721.91,23630.3095,29705.9595,27486.5655,22391.1092
"548","0083","PEPPERS","GREEN CHILI",4320.14,4532.65,9479.42,8248.49,8409.2,7036.08,7821.168,9371.3966,8062.77,9699.185
"549","0083","PEPPERS","HABANERO",111.75,223.14,229.15,227.2,173.49,97.85,126.9742,255.253,438.0886,431.4586
"550","0083","PEPPERS","HOT CHERRY",300.55,364.67,649.7,594.85,424.02,503.12,455.9089,332.013,402.8299,405.1815
"551","0083","PEPPERS","HUNGARIAN HOT WAX",NA,NA,67.46,43.36,83.49,59.87,132.577,113.7225,100.0619,429.0932
"552","0083","PEPPERS","ITALIAN",14.72,18.05,39.18,7.35,27.25,13.23,25.5532,21.386,14.768,25.476
"553","0083","PEPPERS","JALAPENO",2998.96,3526.05,4457.99,3860.94,3782.08,3608.86,4375.3415,3875.2885,3185.5794,3580.9307
"554","0083","PEPPERS","LONG JOHNS",84.05,87.16,172.91,157.88,127.38,148.45,275.2862,249.821,175.635,180.77
"555","0083","PEPPERS","MINI",1.73,25.64,223.08,110.85,91.42,44.7,117.4804,75.9567,98.304,125.829
"556","0083","PEPPERS","ORIENTAL RED",71.77,0.05,141.38,1.27,1.62,5.84,94.4374,2.9782,8.748,1.825
"557","0083","PEPPERS","ORIENTAL SWEET",16.2,17.95,15.61,8.12,8.67,2.66,5.966,3.296,7.5,31.821
"558","0083","PEPPERS","PAPRIKA",7573.02,4173.86,10941.06,10134.08,7151.46,5872.65,7485.9708,6588.983,8787.1539,4327.369
"559","0083","PEPPERS","PEPINO",0.86,1.76,3.17,0.2,0.26,NA,0.5,NA,NA,2
"560","0083","PEPPERS","PIMENTO",75.57,56.68,94.14,520.67,103.55,22.93,2.473,14.384,74.759,2.283
"561","0083","PEPPERS","POBLANO",60.16,116.08,212.01,164.59,185.51,346.56,263.6486,210.2625,142.4374,209.0363
"562","0083","PEPPERS","RED CHILI",10912.6,7966.97,14831.66,7866.21,8301.75,10699.31,6226.3298,10913.9566,6562.6425,7170.324
"563","0083","PEPPERS","SCOTCH BONNET",NA,NA,NA,15,1.3,3.25,19.66,25.629,41.88,36.3
"564","0083","PEPPERS","SERRANO",49.53,36.82,46.64,83.45,73.3,60.07,120.9426,111.1012,75.617,123.7073
"565","0083","PEPPERS","SPORT",4,6.19,0.6,NA,NA,NA,0.018,0.053,0.134,0.127
"566","0083","PEPPERS","SWEET CHERRY",273.57,283.49,492.66,323.81,227.76,222.63,286.344,247.062,245.9509,144.1252
"567","0083","PEPPERS","TOBASCO",NA,0.92,1.1,0.8,4.89,0.16,0.44,0.0214,0.0978,1.256
"568","0083","PEPPERS","YELLOW",17.89,19.46,126.46,429.98,131.65,167.7,156.4558,268.4474,483.9433,5.377
"569","0084","POTATOES","FINGERLING POTATOES",1458.44,1596.62,3984.9,5565.63,4683.48,5965.75,4958.47,6012.9953,4917.3593,7495.8844
"570","0084","POTATOES","IRISH REDSKINNED POTATOES",1789.96,1781.62,499.24,1149.04,1147.6,1937.84,710.84,5441.03,323.3633,610.963
"571","0084","POTATOES","REDS",69371.22,71337.41,111527.28,101100.11,104038.65,97382.56,106200.375,104970.1611,102680.1508,100911.9798
"572","0084","POTATOES","RUSSETS",614953.7,580091.57,1171910.03,1219901.13,1123698.76,1043082.18,1113879.895,1070507.7813,1025211.5255,1071474.1634
"573","0084","POTATOES","SPECIALITY",17226.35,14993.46,30878.78,36082.78,28582.12,21680.39,22504.48,27259.8444,18974.4303,21823.4954
"574","0084","POTATOES","WHITES",246859.44,246651.94,437610.43,431845.97,399228.05,396620.35,380335.104,385429.9262,390373.8803,367033.5949
"575","0084","POTATOES","YELLOW",15882.66,16369.68,31247.34,30561.09,30440.67,28732.98,31886.8941,40629.4387,43757.1507,47201.771
"576","0086","PRUNES","NULL",NA,NA,NA,21456.32,NA,NA,NA,NA,NA,NA
"577","0086","PRUNES",NA,20026.33,19129.65,25342.09,NA,21759.56,17285.34,13458.16,14700.63,15547.48,17954.82
"578","0087","TOMATOES","CHERRY",1091.57,1329.1,1173.28,601.89,551.79,459.62,339.8999,345.0021,329.4268,677.6177
"579","0087","TOMATOES","GRAPE",1447.05,1567.96,4525.08,3364.07,2531.4,2116.89,1495.923,2248.9597,1642.305,1353.6836
"580","0087","TOMATOES","GREEN",35727.42,32298.78,24172.84,24455.65,5367.18,2465.14,3285.2032,2538.1312,475.3608,439.1726
"581","0087","TOMATOES","HEIRLOOM",NA,NA,NA,NA,NA,NA,NA,NA,199.2465,394.5634
"582","0087","TOMATOES","HYBRID",170312.34,160020.18,433802.44,428782.32,462704.28,464587.24,440427.185,423476.7663,366598.9078,341559.8683
"583","0087","TOMATOES","JAPANESE",0.64,1.47,1.65,13.56,1.73,14,6.4772,3.947,0.782,37.515
"584","0087","TOMATOES","PLUM",101113.12,91289.05,55344.21,54749.9,32940.54,37113.65,39648.5409,34252.5862,33563.9726,28798.1723
"585","0087","TOMATOES","YELLOW",21.6,31.47,44.08,677.63,65.37,110.85,919.935,1342.5595,1077.1845,1161.889
"586","0089","GINSENG","NULL",NA,NA,NA,1425.6,NA,NA,NA,NA,NA,NA
"587","0089","GINSENG",NA,1645.44,1629.82,1668.67,NA,1447.08,1378.65,1974.045,2300.93,2473.62,2507.36
"588","0090","HORSERADISH","NULL",NA,NA,NA,4983.94,NA,NA,NA,NA,NA,NA
"589","0090","HORSERADISH",NA,3757.87,3269.56,4462.98,NA,4371.41,3944.43,4832.62,5247.93,4191.1506,4503
"590","0091","BARLEY","HULLESS",3688.36,2624.8,7134.63,6242.22,9052.89,7056.72,7959.67,7.02,NA,NA
"591","0091","BARLEY","SPRING BARLEY",2980508.17,2297099.64,2970228.68,3841101.66,3777036.53,3232743.73,3953212.118,3546993.49,2878126.41,2798660.5373
"592","0091","BARLEY","WAXY BARLEY",168.9,1168,2788.39,756.14,4975.5,8884.25,2657.52,NA,NA,NA
"593","0091","BARLEY","WINTER BARLEY",371941.27,358759.7,518200.84,538211.61,654706.33,575827.93,419207.33,428833.87,378833.94,372436.46
"594","0093","WATERBANK","NULL",NA,NA,NA,3179.75,NA,NA,NA,NA,NA,NA
"595","0093","WATERBANK",NA,5266.56,4378.71,2929.61,NA,12010.93,13195.14,23612.1,26958.92,33215.26,40518.08
"596","0094","RYE","NULL",NA,NA,NA,847483.71,NA,NA,NA,NA,NA,NA
"597","0094","RYE",NA,747947.29,704619.74,819664.57,NA,1022233.1,1083307.79,1220255.544,1406310.922,1026478.4934,994352.805
"598","0097","CONSERVATION STEWARDSHIP PROGRAM","NULL",NA,NA,NA,7481.96,NA,NA,NA,NA,NA,NA
"599","0097","CONSERVATION STEWARDSHIP PROGRAM",NA,NA,36.6,6127.23,NA,9836.16,13851.05,9961.11,10233.7,11263.24,17746.2
"600","0098","EQIP","NULL",NA,NA,NA,7717.52,NA,NA,NA,NA,NA,NA
"601","0098","EQIP",NA,10762.57,8635.82,7277.48,NA,7019.34,5307.4,8013.57,8048.28,6793.35,9703.33
"602","0099","CRP","87",NA,NA,NA,NA,NA,NA,NA,15.47,NA,NA
"603","0099","CRP","88",NA,NA,NA,NA,NA,NA,NA,778.85,NA,NA
"604","0099","CRP","CP1 EST PERM INTRO GRASS AND LEGUME",NA,NA,NA,NA,3127912.8,3266829.88,3212749.221,3187288.7,NA,NA
"605","0099","CRP","CP10 VEG COVER, GRASS ALREADY EST",NA,NA,NA,NA,5543937.63,4554995.27,4263506.8,4060602.371,NA,NA
"606","0099","CRP","CP11 VEG COVER, TREES ALREADY EST",NA,NA,NA,NA,512786.91,423297.66,403621.82,373711.45,NA,NA
"607","0099","CRP","CP12 WILDLIFE(WL) FOOD PLOT",NA,NA,NA,NA,59565.91,56738.35,49833.23,44099.85,NA,NA
"608","0099","CRP","CP13 VEG FILTER STRIPS",NA,NA,NA,NA,539.84,364.69,245.24,227.52,NA,NA
"609","0099","CRP","CP13A VEG FILTER STRIPS (GRASS)",NA,NA,NA,NA,331.72,515.94,212.41,178,155.52,156.12
"610","0099","CRP","CP13B VEG FILTER STRIPS (TREES)",NA,NA,NA,NA,4.56,4.47,23.42,23.42,23.42,53.54
"611","0099","CRP","CP13C VEG FILTR STRIP GRASS NONEASE",NA,NA,NA,NA,52.43,58.3,56.8,39.6,34.23,33.88
"612","0099","CRP","CP13D VEG FILT STRIPS TREES NONEASE",NA,NA,NA,NA,78.9,75.49,15.43,12.2,8.6,8.6
"613","0099","CRP","CP14 BOTTOMLAND TIMBR EST ON WETLDS",NA,NA,NA,NA,599.57,216.67,215.83,205.63,NA,NA
"614","0099","CRP","CP15 EST PERM VEG CVR CONTOUR STRPS",NA,NA,NA,NA,1805.09,1333.29,1198.74,1094.93,NA,NA
"615","0099","CRP","CP15A EST CONTR GRASS STRPS NONEASE",NA,NA,NA,NA,60882.08,58850.64,59324.05,59242.34,57413.72,56251.12
"616","0099","CRP","CP15B EST CONTR GRAS STRP ON TERRAC",NA,NA,NA,NA,3664.14,3247.17,2997.49,2926.11,2853.67,2839.11
"617","0099","CRP","CP16 SHELTERBELT EST",NA,NA,NA,NA,1661.49,1576.68,1283.51,1019.19,NA,NA
"618","0099","CRP","CP16A SHELTERBELT EST NONEASE",NA,NA,NA,NA,35266.15,33816.05,33291.36,30703.04,26249.11,23906
"619","0099","CRP","CP17 LIVING SNOW FENCE",NA,NA,NA,NA,691.95,576.98,557.56,523.5,NA,NA
"620","0099","CRP","CP17A LIVING SNOW FENCE NONEASE",NA,NA,NA,NA,6030.35,6179.76,6163.64,6058.9,5283.4,4798.12
"621","0099","CRP","CP18 EST PERM VEG REDUCE SALINITY",NA,NA,NA,NA,8968.33,8595.59,8387.11,6561.13,NA,NA
"622","0099","CRP","CP18A EST PERM SALT TOL VEG CVR",NA,NA,NA,NA,575.26,574.31,608.73,543.29,372.92,281.96
"623","0099","CRP","CP18B EST PERM VEG REDUC SAL NONEAS",NA,NA,NA,NA,105730.65,103735.57,103541.62,104171.96,102376.02,82157.71
"624","0099","CRP","CP18C EST PERM SALT TOL VEG CVR NON",NA,NA,NA,NA,114198.27,109066.64,108781.41,110781.44,110791.88,103910.45
"625","0099","CRP","CP19 ALLEY CROPPING",NA,NA,NA,NA,7.38,6.22,70.89,40.42,NA,NA
"626","0099","CRP","CP2 EST PERM NATIVE GRASSES",NA,NA,NA,NA,7014249.4,6697997.96,6287576.78,5932920.38,NA,NA
"627","0099","CRP","CP20 ALTERNATE PERENNIAL",NA,NA,NA,NA,577.21,299.75,298.86,462.54,NA,NA
"628","0099","CRP","CP21 FILTER STRIPS",NA,NA,NA,NA,923063.51,873978.21,846939.68,818719.222,NA,NA
"629","0099","CRP","CP22 RIPARIAN BUFFER",NA,NA,NA,NA,857713.74,834572.47,811921.02,772184.4,NA,NA
"630","0099","CRP","CP23 WETLAND RESTORATION",NA,NA,NA,NA,1067558.15,891828.3,690297.06,643271.89,NA,NA
"631","0099","CRP","CP23A WETLAND RESTOR NONFLOODPL",NA,NA,NA,NA,262736.52,298020.87,365247.84,458912.9,506580.45,573759.74
"632","0099","CRP","CP24 EST PERM VEG CVR CROSS WIND TR",NA,NA,NA,NA,1016.3,643.71,311.57,306.55,NA,NA
"633","0099","CRP","CP25 RARE AND DECLINING HABITAT",NA,NA,NA,NA,1713692.59,1681956.61,1543407.04,1429641.14,NA,NA
"634","0099","CRP","CP26 SEDIMT RETN CONTRL STRUCTR MI",NA,NA,NA,NA,577.77,349.62,97.11,77.63,NA,NA
"635","0099","CRP","CP27 FWP WETLAND",NA,NA,NA,NA,85398.21,87812.92,93793.31,102429.42,NA,NA
"636","0099","CRP","CP28 FWP BUFFER",NA,NA,NA,NA,225870.71,224169.75,237706.16,265889.829,NA,NA
"637","0099","CRP","CP29 MPL WL HABITAT BUFFER",NA,NA,NA,NA,117608.39,119379.55,119877.98,119820.8,NA,NA
"638","0099","CRP","CP3 TREE PLANTING",NA,NA,NA,NA,536319.9,546756.19,525766.65,506811.29,NA,NA
"639","0099","CRP","CP30 MPL WETLAND BUFFER",NA,NA,NA,NA,46344.78,47242.25,46285.75,44583.94,NA,NA
"640","0099","CRP","CP31 BOTTOMLAND TIMBR EST ON WETLD",NA,NA,NA,NA,97754.45,105700.05,126584.6,141599.1,NA,NA
"641","0099","CRP","CP32 EXPIRED HARDWOOD TREES",NA,NA,NA,NA,8779.39,8719,8799.21,6852.75,NA,NA
"642","0099","CRP","CP33 HABITAT BUFRS UPLAND BIRDS",NA,NA,NA,NA,247204.36,249400.66,258835.36,254742.39,NA,NA
"643","0099","CRP","CP34 FLOOD CONTROL SYSTEM",NA,NA,NA,NA,204.45,166.29,166.33,113.78,NA,NA
"644","0099","CRP","CP35A EFCRP LONGLEAF PINE NEW",NA,NA,NA,NA,24768.48,25021.38,24651.26,22398.26,21520.18,11031.15
"645","0099","CRP","CP35B EFCRP LONGLEAF PINE EXIST",NA,NA,NA,NA,7843,7962.16,8905.92,8840.76,8510.31,5465.06
"646","0099","CRP","CP35C EFCRP BOTTMLD HDWD NEW",NA,NA,NA,NA,9041.72,8512.16,9192.31,8994.67,7745.88,2164.17
"647","0099","CRP","CP35D EFCRP BOTTMLD HDWD EXIST",NA,NA,NA,NA,23367.65,23066.1,23137.6,22766.64,22143.13,11231.41
"648","0099","CRP","CP35E EFCRP SOFTWOOD NEW",NA,NA,NA,NA,92129.35,93927.29,92357.43,91803.81,88206.28,35257.51
"649","0099","CRP","CP35F EFCRP SOFTWOOD EXIST",NA,NA,NA,NA,28383.22,28352.53,27136.92,25960.8,23923.32,7021.81
"650","0099","CRP","CP35G EFCRP UPLAND HDWD NEW",NA,NA,NA,NA,1466.6,1813.14,1530.26,1531.55,1357.4,301.13
"651","0099","CRP","CP35H EFCRP UPLAND HDWD EXIST",NA,NA,NA,NA,1682.34,2037.54,1981.49,1955.39,1665.95,951.99
"652","0099","CRP","CP35I EFCRP MIXED TREES EXIST",NA,NA,NA,NA,27581.17,28409.12,28831.82,27528.7,25847.27,12471.08
"653","0099","CRP","CP36 LONGLEAF PINE EST",NA,NA,NA,NA,116929.54,119360.93,139113.22,158274.73,NA,NA
"654","0099","CRP","CP37 DUCK NESTING HABITAT",NA,NA,NA,NA,230167.29,267129.44,298404.37,366253.43,NA,NA
"655","0099","CRP","CP38A SAFE BUFFERS",NA,NA,NA,NA,3543.08,3826.74,3583.25,3749.42,5598.87,5140.42
"656","0099","CRP","CP38B SAFE WETLANDS",NA,NA,NA,NA,3540.91,4446.85,5776.33,6388.89,6374.27,10050.3
"657","0099","CRP","CP38C SAFE TREES",NA,NA,NA,NA,16333.26,17405.47,20714.14,23113.2,23932.32,28021.61
"658","0099","CRP","CP38D SAFE LONGLEAF PINE",NA,NA,NA,NA,633.13,611.3,540.76,519.36,520.24,975.17
"659","0099","CRP","CP38E SAFE GRASS",NA,NA,NA,NA,651845.47,786903.93,948128,1279477.22,1397145.18,1903383.42
"660","0099","CRP","CP39 FWP CONSTRUCTED WETLAND",NA,NA,NA,NA,364.03,469.86,447.52,374.6,NA,NA
