"","Crop Code","Crop Name","Crop Type Name","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"1323","1010","NURSERY","EDIBLE FIELD",71.65,55.04,770.75,613.91,1323.71,522.56,815.59,815.07,1076.89,1036.9
"1324","1010","NURSERY","FIELD",74488.16,84174.28,106890.94,98614.1,89447.08,66986.52,79432.52,79373.816,66697.07,71124.884
"1325","1165","ANTIDESMA",NA,NA,NA,NA,NA,NA,NA,NA,61.8,NA,NA
"1326","1166","CAIMITO","NULL",NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA
"1327","1166","CAIMITO",NA,7.41,8.6,9.08,NA,105.87,90.15,77.87,137.27,156.53,132.33
"1328","1167","GUAMABANA/SOURSOP","NULL",NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
"1329","1167","GUAMABANA/SOURSOP",NA,0.89,0.83,1.88,NA,10.08,120.66,37.26,96.9,208.73,177.15
"1330","1190","HONEY","NULL",NA,NA,NA,1814736.6,NA,NA,NA,NA,NA,NA
"1331","1190","HONEY",NA,594689.19,631658.56,NA,NA,1553800.7,2408918.26,2647206.48,2856864.66,3078572.06,2594478.876
"1332","1217","INDUSTRIAL RICE",NA,NA,62.61,127.22,NA,233,233,233,NA,NA,NA
"1333","1218","INDUSTRIAL HEMP",NA,NA,NA,NA,NA,NA,NA,2210.89,6460.79,14225.93,40868.58
"1334","1223","TEFF","NULL",NA,NA,NA,10600.61,NA,NA,NA,NA,NA,NA
"1335","1223","TEFF",NA,9211.79,6588.2,8534.17,NA,19146.86,29027.33,42092.915,59621.55,60645.62,74957.56
"1336","1250","GRASSLAND RESERVE PROGRAM","NULL",NA,NA,NA,424804.84,NA,NA,NA,NA,NA,NA
"1337","1250","GRASSLAND RESERVE PROGRAM",NA,189903.25,258034.78,430611.88,NA,423797.44,372168.71,316899.08,286929.37,268012.49,300029.12
"1338","1290","BREADFRUIT","NULL",NA,NA,NA,9.17,NA,NA,NA,NA,NA,NA
"1339","1290","BREADFRUIT",NA,1.19,0.42,1.41,NA,5.87,2.78,32.66,15.6,13.21,14.01
"1340","1291","CASHEW","NULL",NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA
"1341","1291","CASHEW",NA,0.08,0.07,0.06,NA,0.03,0.01,0.01,0.01,0.01,0.01
"1342","1292","GENIP","NULL",NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA
"1343","1292","GENIP",NA,0.35,0.3,0.35,NA,0.02,88,2.01,30.01,92.01,2.01
"1344","1294","MESPLE","NULL",NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA
"1345","1294","MESPLE",NA,0.06,0.02,0.02,NA,0.01,NA,NA,NA,NA,NA
"1346","1295","VANILLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97
"1347","1297","HONEYBERRIES",NA,NA,NA,NA,NA,NA,NA,18.36,18.66,21.458,15.848
"1348","1298","CINNAMON","NULL",NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"1349","1298","CINNAMON",NA,0.59,0.01,0.01,NA,NA,NA,NA,NA,NA,NA
"1350","1299","GUAVABERRY","NULL",NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA
"1351","1299","GUAVABERRY",NA,0.35,0.34,0.1,NA,0.07,NA,0.01,0.01,0.01,NA
"1352","1303","JICAMA",NA,NA,NA,NA,NA,NA,NA,0.13,NA,1.04,3.42
"1353","1305","ARUNDO DONAX",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1354","2002","KOCHIA (PROSTRATA)","NULL",NA,NA,NA,4621.52,NA,NA,NA,NA,NA,NA
"1355","2002","KOCHIA (PROSTRATA)",NA,3987.01,4132.71,5150.71,NA,4516.13,5809.33,7413.63,6814.37,7302.54,5293.7
"1356","2006","WETLAND RESERVE PROGRAM","NULL",NA,NA,NA,380201.56,NA,NA,NA,NA,NA,NA
"1357","2006","WETLAND RESERVE PROGRAM",NA,240177.3,248309.68,328491.96,NA,416556.63,424656.03,461166.29,472244.31,509203.64,492245.06
"1358","2007","WILDLIFE HABITAT INCENTIVE PROGRAM","NULL",NA,NA,NA,6349.81,NA,NA,NA,NA,NA,NA
"1359","2007","WILDLIFE HABITAT INCENTIVE PROGRAM",NA,4497.01,4514.4,11010.59,NA,6647.48,4822.5,6104.17,4838.11,4965.48,4103.27
"1360","2010","MILKWEED","NULL",NA,NA,NA,74.2,NA,NA,NA,NA,NA,NA
"1361","2010","MILKWEED",NA,9.5,6.5,108.51,NA,80.1,41.4,1.53,170.09,246.3426,325.43
"1362","2011","NIGER SEED","NULL",NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"1363","2011","NIGER SEED",NA,61.5,4,NA,NA,NA,NA,NA,NA,NA,NA
"1364","2015","MOHAIR","NULL",NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA
"1365","2015","MOHAIR",NA,NA,NA,4.43,NA,NA,2.49,NA,68.64,NA,NA
"1366","2016","WOOL",NA,50,13242.7,NA,NA,NA,NA,NA,NA,NA,NA
"1367","2018","JUJUBE","NULL",NA,NA,NA,46.2,NA,NA,NA,NA,NA,NA
"1368","2018","JUJUBE",NA,19.71,21,32.84,NA,46.02,59.05,22.03,60.09,43.49,96.49
"1369","2050","CACTUS","NULL",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"1370","2050","CACTUS",NA,7.6,6.5,4,NA,1.4,1.4,1.4,NA,NA,655.08
"1371","3000","FINFISH","BIGHEAD CARP",349.6,1135,2100.6,1245.6,1176.44,612.14,957.66,1829.24,276.56,55.96
"1372","3000","FINFISH","BLACK TILAPIA",17767.7,8.6,20.88,32.3,14.76,52.46,55.02,36,50.33,26.35
"1373","3000","FINFISH","BLUE TILAPIA",NA,NA,1,1.5,NA,18,NA,2,0.2,NA
"1374","3000","FINFISH","BLUEGILL",68.35,34.06,814.02,868.24,1947.35,2625.5,2812.02,2439.22,2835.31,3753.74
"1375","3000","FINFISH","CHANNEL CATFISH",101934.02,578402.17,4938797.97,66672.62,61648.06,51059.28,54826.51,45012.45,38340.61,34382.24
"1376","3000","FINFISH","CHINESE CARP",NA,250000,1758171.2,1223.2,4.5,323.88,164.46,1.14,557.12,515.02
"1377","3000","FINFISH","CHINESE CATFISH",1343.2,1003,180.1,677.5,656.66,218.06,261.7,999.34,801.36,828.9
"1378","3000","FINFISH","CRAPPIE",1170.69,548.09,387.2,555.6,399.23,238.44,320.54,483.34,523.96,535.7
"1379","3000","FINFISH","DIPLOID AMUR",51.63,48.03,4,0.5,1.74,5.24,4.4,NA,NA,NA
"1380","3000","FINFISH","FLOUNDER",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1381","3000","FINFISH","GUPPY",13.5,6.56,39.08,32.68,41.68,28.66,11.58,18.78,NA,NA
"1382","3000","FINFISH","KOI CARP",0.4,31.8,140.98,103.68,542.64,569.23,584.08,169.41,204.46,113
"1383","3000","FINFISH","LARGE MOUTH BASS",527.24,25620.35,539793.12,636.56,660,853.52,732.96,977.74,699.58,906.31
"1384","3000","FINFISH","MINNOWS",3319.18,3567.43,9800.6,9669.96,9017.68,11893.71,10570.13,10339.38,10406.56,10232.91
"1385","3000","FINFISH","PERCH",656.5,947.5,895.3,1321.1,175.26,330.59,757.4,752.62,1182.1,726.68
"1386","3000","FINFISH","PONGEE/STRIPED SNAKHEAD",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
"1387","3000","FINFISH","RED TILAPIA",63530.95,2.85,23.64,11.1,0.9,0.5,4.5,5.58,4.58,NA
"1388","3000","FINFISH","REDFISH",512.5,606.72,686.5,696.6,1161.36,735.61,433.47,973.19,979.49,497.94
"1389","3000","FINFISH","SHELLCRACK",4,0.4,1,3.4,6.26,11.28,4.86,6.14,6.14,3.3
"1390","3000","FINFISH","SHUBUNKIN CARP",0.6,NA,62.2,33.2,611.12,611.12,329.6,295.88,76.26,NA
"1391","3000","FINFISH","SMALL MOUTH BASS",NA,NA,528.4,505,821.7,462.8,417.04,384.4,143.76,86.84
"1392","3000","FINFISH","STF",NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA
"1393","3000","FINFISH","STRIPED BASS",1149.2,1073.84,2450.5,1756.42,3081.87,2296.76,1509.25,2129.29,3572.48,3824
"1394","3000","FINFISH","STURGEON (CAVIAR)",3.93,50003,2717602.4,18,4,NA,4,0.2,0.2,0.2
"1395","3000","FINFISH","STURGEON(FISH)",NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.14
"1396","3000","FINFISH","TANGANYIKA TROPICAL",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","3000","FINFISH","THREADFIN SHAD",NA,NA,1.8,NA,2.02,2.02,4.38,6.94,6.94,34.3
"1398","3000","FINFISH","TRIPLOID AMUR",NA,NA,73,73,73.14,183.02,73.12,102.07,102.63,73.62
"1399","3000","FINFISH","TROPICAL",955.41,954.4,2209.62,2030.96,1615.32,1414.12,1050.94,757.16,895.74,714
"1400","3000","FINFISH","TROUT",6204042.03,5165438.15,783.77,535.58,248.5,90.56,145.18,88.45,69.6,42.91
"1401","3000","FINFISH","WHITE/PEARL TILAPIA",NA,NA,NA,8.6,3.48,4.76,7.64,5.52,3.52,3.54
"1402","3001","MOLLUSK","ABALONE",0.1,0.2,0.2,0.2,0.2,NA,NA,0.22,0.22,0.22
"1403","3001","MOLLUSK","BAY SCALLOPS",1.4,0.4,100,100,100,100,100.3,102.72,102.73,106.84
"1404","3001","MOLLUSK","GROWOUT CLAMS",6442587.61,5515539.91,66.01,33.2,87,169.16,224.79,320.4,380.29,337.53
"1405","3001","MOLLUSK","MUSSEL",NA,NA,2,2,4.03,2,6.41,10.41,12.73,42.05
"1406","3001","MOLLUSK","NURSERY CLAMS",850046.69,1291019.99,21.21,11.2,8.8,11.2,15.24,49.346,74.506,72.65
"1407","3001","MOLLUSK","OYSTERS",57244.6,266334.3,16301.65,874.3,1473.38,2210.47,2204.38,2891.314,2603.354,3934.144
"1408","3001","MOLLUSK","RACEWAY CLAMS",7057.85,7053.75,7457.35,4.9,2.3,3,1.2,5.61,6.1,9.6
"1409","3002","CRUSTACEAN","CRAB",51.69,39.08,20,NA,NA,NA,NA,18.19,18.19,18.19
"1410","3002","CRUSTACEAN","CRAYFISH",79239.05,60513.2,142083.33,164683.75,161520.86,182768.79,208488.43,228208.18,255449.3,289169.05
"1411","3002","CRUSTACEAN","LARGE SHRIMP",572.6,542.2,455.3,452.4,447.96,458.26,NA,441.39,535.02,543.05
"1412","3002","CRUSTACEAN","MEDIUM SHRIMP",654,161.97,155.3,155.3,NA,NA,NA,95.34,61.88,NA
"1413","3002","CRUSTACEAN","PRAWNS",20.8,35.36,46.9,41.7,30.6,29.65,28.55,32.77,21.33,29.89
"1414","3002","CRUSTACEAN","SMALL SHRIMP",1.2,1.3,1,NA,NA,NA,NA,NA,NA,NA
"1415","3003","ALGAE","OGO (RED)",4,6.1,12.2,7,7,7,7,7,NA,2
"1416","3015","PEJIBAYE (HEART OF PALM)",NA,NA,NA,18.1,NA,3.2,7.2,NA,NA,NA,NA
"1417","3025","EMERGENCY WATERSHED/FLOODPLAIN","NULL",NA,NA,NA,7095.67,NA,NA,NA,NA,NA,NA
"1418","3025","EMERGENCY WATERSHED/FLOODPLAIN",NA,2204,3770.52,7571.82,NA,6592.97,6568.14,6091.58,5929.57,5953.53,5382.13
"1419","4000","GREENS","ARUGULA",448.49,406.72,1148.48,843.88,3204.77,1610.87,2157.5864,1351.8137,1875.9188,690.0384
"1420","4000","GREENS","ASIAN",6.4,142.68,597.87,526.02,2012.4,586.3,3088.38,69.2888,16046.8878,5766.6415
"1421","4000","GREENS","CHINESE MUSTARD",134.11,178.46,228.42,343.91,123.16,73.58,176.285,86.4595,596.927,537.67
"1422","4000","GREENS","CHINESE SPINACH/AMARANTH",98.99,112.62,75.98,110.46,148.49,203.58,47.83,48.078,11.315,247.45
"1423","4000","GREENS","COLLARDS",10020.32,8253.14,9090.75,8261.28,8304.8,9195.69,10859.7418,9466.2641,11204.7824,6300.3467
"1424","4000","GREENS","COMMON KALE",2397.46,2672.79,2870.17,7223.89,4022.94,7200.22,9631.8793,8101.0752,5466.3707,5426.0451
"1425","4000","GREENS","CRESSIE",19.6,18.51,25.22,40.08,17.06,20.86,18.34,25.2509,4.0052,65.4646
"1426","4000","GREENS","CURLY ENDIVE",31.84,36.13,34.26,22.04,17.79,8.98,8.69,25.142,0.02,2.0702
"1427","4000","GREENS","DANDELIONS",109.45,114.9,271.68,197.25,34.44,32.99,145.6066,110.1645,134.392,167.1923
"1428","4000","GREENS","ESCAROLE",171.7,136.9,159.99,141.78,105.4,106.15,120.188,68.6636,71.4676,61.1822
"1429","4000","GREENS","FLOWERING KALE",6.25,45.65,48.47,6.39,238.2,754.52,303.904,143.267,685.545,119.239
"1430","4000","GREENS","FRIZEE/BELGIAN ENDIVE",1684.06,2145.31,4339.54,1490.43,1300.74,4452.19,9376.32,11424.8458,8075.208,9408.417
"1431","4000","GREENS","GREEN SWISSCHARD",814.17,760.73,2163.46,2044.22,1899.04,2396.28,1528.235,795.4927,686.7969,864.8707
"1432","4000","GREENS","HANOVER",NA,NA,13.05,12.5,10,8,8.45,18.8,6,0.723
"1433","4000","GREENS","HYBRID MUSTARD",2962.4,2967.73,3135.16,4662.38,2644.28,2502.21,3248.804,3085.0449,2235.314,1868.3875
"1434","4000","GREENS","LEAF SPINACH",20213.95,18386.89,37610.85,40342.71,41177.82,37861.5,43216.719,44476.7869,45354.854,44651.8123
"1435","4000","GREENS","MIZUNA/JAPANESE MUSTARD",218,48.72,80.32,182.16,206.15,814.49,1163.11,119.7993,159.3793,337.894
"1436","4000","GREENS","OPEN POLLINATED MUSTARD",1074.58,203.62,293.54,107.16,280.15,173.47,377.976,508.8844,165.8325,92.5516
"1437","4000","GREENS","ORACH",NA,9.1,0.05,NA,119.18,42.14,1.528,0.5,NA,147.8588
"1438","4000","GREENS","PERILLA/SHISO/JAPANESE BASIL",0.96,1.78,2,4.24,2,7.02,4.125,4,2,1.5418
"1439","4000","GREENS","RAPE/RAPINI/CHINESE BROCCOLI",772.84,981.04,2040.7,1233.65,386.72,1390.87,1512.14,2263.2838,1616.124,1684.3994
"1440","4000","GREENS","RED SWISSCHARD",178.63,191.44,222.54,298.12,459.58,565.49,893.2515,960.8285,877.2492,809.3814
"1441","4000","GREENS","SHANGHI BOK CHOY",525.69,370.29,375.23,628.96,860.47,721.68,975.558,904.6486,643.2156,628.5151
"1442","4000","GREENS","SHUM CHOY",3.49,84.89,116.61,113.46,64.16,5.94,83.36,0.4,46.17,144.98
"1443","4000","GREENS","SORRELL",2.9,3.15,1.03,18.64,0.41,0.64,0.742,1.618,3.021,11.78
"1444","4000","GREENS","SUK GAT",16.33,9.6,5.8,8.04,2.8,17.04,5.38,2,1.5,2
"1445","4000","GREENS","TOC CHOY",3.63,100.26,2329.86,19.5,1.2,7.42,2.8261,21.86,46.64,1.1151
"1446","4000","GREENS","TURNIP",4660.72,4701.53,5674.25,4756.61,3481.81,4721.93,3797.505,3555.5553,3586.9626,3279.1722
"1447","4000","GREENS","VINE SPINACH",263.98,99.44,417.21,69.18,87.01,61.77,218.954,270.54,54.591,254.4822
"1448","4000","GREENS","WATER SPINACH",617.53,330.52,1009.71,1127.24,46.78,82.41,2.94,10.013,11.05,1.066
"1449","4000","GREENS","YU CHOY",110.65,188.97,148.63,135.34,31.48,6.79,3.525,19.6408,0.188,43.92
"1450","5000","HERBS","ANISE HYSSOP",0.68,2.62,85.26,45.41,0.09,268.46,26,0.229,0.08,NA
"1451","5000","HERBS","BASIL",978.31,914.92,1640.48,1709.77,251.4,438.48,903.9354,1013.7797,1329.7928,629.2129
"1452","5000","HERBS","BAY LEAF",0.04,0.02,82.01,1.13,0.51,0.51,0.52,0.531,0.53,0.52
"1453","5000","HERBS","BORAGE",0.58,731.6,375.42,0.01,0.22,0.2,98.5216,68.012,0.0197,0.0042
"1454","5000","HERBS","BU CHOO/GARLIC CHIVES",1.33,0.05,NA,28.31,0.02,NA,20.038,0.2,0.22,NA
"1455","5000","HERBS","BURDOCK",2.29,14.18,2.91,0.06,20,NA,NA,NA,NA,10.14
"1456","5000","HERBS","CACAO",NA,NA,NA,NA,NA,NA,NA,1.5,0.49,NA
"1457","5000","HERBS","CAMOMILE",104.71,105.93,103.6,103.15,258.38,341.5,225.2,598.206,171.012,549.532
"1458","5000","HERBS","CARAWAY",NA,NA,NA,0.01,0.01,NA,NA,NA,NA,NA
"1459","5000","HERBS","CARDOON",NA,NA,0.28,0.78,0.4,0.4,NA,NA,NA,NA
"1460","5000","HERBS","CATNIP",0.66,0.58,275.61,280.67,413.24,106.28,103.82,165.95,180.148,160.162
"1461","5000","HERBS","CHERVIL",3.05,2.65,3.9,3.55,1,14.3,14.46,14.8086,4.96,NA
"1462","5000","HERBS","CHIVES",237.49,210.24,271.76,349.58,9.85,29.53,84.363,70.5593,335.2419,81.6554
"1463","5000","HERBS","CILANTRO/CORIANDER",5018.63,5811.65,9551.31,6440.48,5890.06,9099.14,9837.1346,13733.1409,8736.1016,7714.3592
"1464","5000","HERBS","CLARY SAGE",3163.2,1243.1,3878.4,4921.79,3774.02,14884.39,19750.34,25711,33829.75,17959.19
"1465","5000","HERBS","COMMON HYSSOP",NA,0.05,1.08,0.38,NA,NA,0.05,0.012,0.12,0.002
"1466","5000","HERBS","CROTOLARIA",NA,NA,NA,NA,98.89,NA,NA,NA,NA,NA
"1467","5000","HERBS","CUPHEA",0.03,NA,NA,NA,10,NA,NA,NA,NA,NA
"1468","5000","HERBS","DEODEOK (FALSE GINSENG)",NA,NA,11,12.4,NA,NA,NA,NA,NA,NA
"1469","5000","HERBS","DILL",1892.37,1640.31,2846.96,2740.99,2150.87,1755.63,1649.281,1657.8238,3832.5373,1101.2885
"1470","5000","HERBS","ECHINACEA",168.75,181.15,124.22,191.8,183.34,273.06,278.22,235.822,252.31,232.8145
"1471","5000","HERBS","FENNEL/ANISE",197.27,229.37,399.5,440.08,431.17,146.72,560.4534,905.7632,664.8319,705.2221
"1472","5000","HERBS","FENUGREEK",132.69,197.14,282.8,244.84,210.84,158.23,252.73,170.508,263.96,155.86
"1473","5000","HERBS","GOBO",NA,NA,NA,3.12,3.2,3.62,3.92,5.44,5.03,4.36
"1474","5000","HERBS","GOLDENSEAL",16.32,17,22.5,127.7,60.47,20.25,23.25,12.43,8.58,4.58
"1475","5000","HERBS","KOOKOOLAU",0.02,0.02,0.02,NA,NA,NA,NA,0.02,0.02,0.58
"1476","5000","HERBS","LEMON BALM",0.16,0.25,0.1,0.1,0.1,0.12,0.1,0.537,0.094,49.82
"1477","5000","HERBS","LEMON GRASS",11.5,16.13,27.93,17.2,0.78,12.87,0.36,4.516,21.37,71.46
"1478","5000","HERBS","LEMON VERBENA",0.5,0.6,1.2,1.2,1.14,1.14,1.18,1.146,1.5,1.14
"1479","5000","HERBS","MAMAKI",14,NA,16,NA,1.13,NA,NA,NA,NA,NA
"1480","5000","HERBS","MARJORAM",20.14,15.75,28.25,10.19,0.07,0.08,1.17,0.06,15.083,14.212
"1481","5000","HERBS","MILKTHISTLE",0.1,NA,2,2,NA,NA,NA,63.8,80.34,128.06
"1482","5000","HERBS","MINT",22433.57,18991.92,23294.79,14298.83,18339.76,12311.05,13328.624,8434.7525,7479.0948,7381.8184
"1483","5000","HERBS","MINT APPLE",0.58,0.09,NA,1.06,0.01,NA,NA,NA,0.0101,0.01
"1484","5000","HERBS","MULLEIN",NA,NA,NA,NA,NA,NA,NA,NA,2e-04,NA
"1485","5000","HERBS","NATIVE SPEARMINT",6564.55,7213.99,13485.99,14138.22,17879.33,18909.19,17891.25,17440.721,18603.8301,21444.63
"1486","5000","HERBS","OREGANO",66.57,37.2,88.86,88.38,33.66,4.76,51.0174,494.385,852.8237,752.3259
"1487","5000","HERBS","PARSLEY",2416.8,2105.89,4844.8,4912.57,3877.06,3780.74,2848.0746,3127.3364,3589.8853,4487.2788
"1488","5000","HERBS","PEPPERMINT",47869.47,50798.93,114403.98,119189.7,99335.62,92228.64,85474.81,87729.7,77649.2901,76999.8685
"1489","5000","HERBS","RECAO",17.88,17.68,15.12,41.02,17.28,21.8,6.85,3.6,16.134,5.8728
"1490","5000","HERBS","ROSEMARY",229.51,433.33,1083.32,1483.27,2128.76,2352.54,2378.165,1913.8675,2280.1673,2508.3326
"1491","5000","HERBS","SAGE",2946.74,1797.02,5668.7,6437.05,11039.25,6669.51,4073.8934,5318.7168,206.1466,376.7367
"1492","5000","HERBS","SAVORY",1,53.64,100.32,57.93,0.08,0.4,NA,0.752,0.16,0.306
"1493","5000","HERBS","SCOTCH SPEARMINT",8619.8,8008.66,11611.49,18262.46,19709.5,19011.26,19459.59,18324.34,9750.83,10849.4806
"1494","5000","HERBS","SELF-HEAL",5.43,6.84,12.79,32.2,20.9,42.64,1.01,61.22,22.16,38.6
"1495","5000","HERBS","ST JOHNS WORT",NA,0.05,0.08,1.1,1.03,0.53,0.53,2.05,2.05,2.12
"1496","5000","HERBS","STEVIA",NA,NA,44.14,0.05,379.38,53.16,300.56,90.96,108.87,144.64
"1497","5000","HERBS","TARRAGON",23.64,20.05,42.08,49.85,51.13,50.02,50.08,0.01,0.033,48.792
"1498","5000","HERBS","THYME",34.46,31.73,76.39,33.25,2.42,7.22,52.5974,19.5895,23.3544,73.4012
"1499","5000","HERBS","TURMERIC",NA,NA,NA,NA,NA,NA,NA,NA,0.486,3.09
"1500","5000","HERBS","WORM GRASS",0.2,NA,NA,NA,0.02,NA,NA,NA,NA,NA
"1501","6000","CANEBERRIES","APACHE",19.7,18.7,38.25,26.28,30.13,16.22,57.302,99.64,127.44,37
"1502","6000","CANEBERRIES","ARAPAHO",50.92,10.53,58.9,13.1,14.4,10.93,9.29,9.68,7.22,11.35
"1503","6000","CANEBERRIES","BLACK RASPBERRIES",2317.38,2314.01,2969.34,2553.2,2744.08,2438.39,2566.45,2329.832,1936.657,1619.0256
"1504","6000","CANEBERRIES","BOYSENBERRIES",340.79,305.73,586.3,494.29,500.74,516.81,493.35,354.218,254.068,260.108
"1505","6000","CANEBERRIES","CASCADEBERRIES",NA,NA,NA,10,NA,NA,0.5,NA,NA,8
"1506","6000","CANEBERRIES","CHESTER BLACKBERRIES",511.1,432.84,591.91,578.86,539.63,440.46,451.04,339.3588,256.4868,249.526
"1507","6000","CANEBERRIES","CHICKASAW",24.86,6.51,28.26,2.71,2.75,2.75,1.91,1.95,1.85,4.6
"1508","6000","CANEBERRIES","DOYLE BLACKBERRIES",11,3.55,11.56,12.8,10.8,5.25,8.14,3.44,4.99,9.42
"1509","6000","CANEBERRIES","EVERGREEN BLACKBERRIES",810.45,808.24,1958.08,1916.63,1509.58,838.16,627.2,699.58,611.26,700.71
"1510","6000","CANEBERRIES","KIOWA/OUACHITA",49.69,145.27,925.84,865.56,912.53,963.68,1081.35,1011.293,1280.573,1227.64
"1511","6000","CANEBERRIES","KOTATA BLACKBERRIES",107.65,50.41,298.9,190.08,213.41,219.96,355.31,308.48,283.7,287.9
"1512","6000","CANEBERRIES","LOGANBERRIES",14.36,44.5,1.6,7.2,0.2,0.2,NA,0.01,0.81,NA
"1513","6000","CANEBERRIES","MARIONBERRIES",3241,2909.01,5696.8,5379.1,5354.57,4137.54,4179.74,4035.01,2680.7,3052.63
"1514","6000","CANEBERRIES","NATCHEZ",10,16.9,132.16,110.66,143.65,115.96,164.8,201.78,238.838,224.268
"1515","6000","CANEBERRIES","NAVAHO",177.35,120.9,423.9,487.8,418.14,509.25,494.142,529.807,504.856,452.66
"1516","6000","CANEBERRIES","OLALLIEBERRIES",13.05,1.2,4.4,0.2,NA,NA,NA,NA,NA,NA
"1517","6000","CANEBERRIES","PRIME-JAN",NA,NA,NA,NA,NA,NA,0.08,1.92,1.52,1.5
"1518","6000","CANEBERRIES","PRIME-JIM",NA,NA,NA,NA,NA,NA,0.08,0.89,0.29,0.418
"1519","6000","CANEBERRIES","PRIME ARK 45",NA,NA,NA,4.8,17.08,51.1,141.98,192.96,241.7984,243.4584
"1520","6000","CANEBERRIES","RED RASPBERRIES",4808.08,5267.11,9445.97,8620.6,8484.12,7731.2,6510.548,7223.4922,6395.4139,6218.7674
"1521","6000","CANEBERRIES","TAYBERRIES",NA,NA,0.8,4.8,22.65,NA,2,NA,0.8,0.05
"1522","6000","CANEBERRIES","TRIPLE CROWN BLACKBERRIES",23.25,27.51,134.86,164.29,182.81,212.75,228.906,260.735,334.5924,270.4346
"1523","7000","TEMPORARY",NA,2642.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","7037","JACK FRUIT","NULL",NA,NA,NA,37.59,NA,NA,NA,NA,NA,NA
"1525","7037","JACK FRUIT",NA,23.28,22.78,45.6,NA,164.22,172.97,211.55,205.61,194.33,129.08
"1526","7073","BROCCOLO-CAVALO","NULL",NA,NA,NA,3.18,NA,NA,NA,NA,NA,NA
"1527","7073","BROCCOLO-CAVALO",NA,1.16,0.43,25.13,NA,0.57,0.26,NA,NA,NA,NA
"1528","7158","TOMATILLOS","NULL",NA,NA,NA,461.03,NA,NA,NA,NA,NA,NA
"1529","7158","TOMATILLOS",NA,501.19,340.37,402.92,NA,208.64,148.98,273.841,203.0567,147.6539,317.9192
"1530","7164","RAMBUTAN","NULL",NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA
"1531","7164","RAMBUTAN",NA,NA,NA,55.07,NA,4.36,6.82,16.42,11.37,14.17,8.68
"1532","7208","MANGOSTEEN","NULL",NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA
"1533","7208","MANGOSTEEN",NA,NA,NA,1.54,NA,1.49,0.98,2.46,2.3,18.46,0.14
"1534","7302","WAX JAMBOO FRUIT","NULL",NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA
"1535","7302","WAX JAMBOO FRUIT",NA,2.5,5.8,10.8,NA,104.6,84.96,44.54,84.96,69.6,69.6
"1536","7320","WAMPEE","NULL",NA,NA,NA,54.7,NA,NA,NA,NA,NA,NA
"1537","7320","WAMPEE",NA,45,34.6,34.3,NA,44.4,28.22,38.24,43.95,38.6,28.65
"1538","7321","CHRISTMAS TREES","AFGHAN PINE",50,51,19.2,33.5,142.48,2.08,21.86,21.86,21.86,36.91
"1539","7321","CHRISTMAS TREES","ARIZONA CYPRESS",18.92,NA,0.8,2.6,4.2,7.2,2.2,26.8,12.9,10.4
"1540","7321","CHRISTMAS TREES","AUSTRIAN PINE",613.03,371.52,320.28,181.69,181.44,94.37,157.99,135,132.64,151.97
"1541","7321","CHRISTMAS TREES","BALSAM FIR",1386.27,1257.44,1285.16,1213.62,1222.37,1503.87,2216.91,2139.6,2097.222,2263.812
"1542","7321","CHRISTMAS TREES","BLUE SPRUCE",1991.15,1951.34,2508.64,2690.46,2934.54,2566.08,2687.82,2556.11,2387.245,2247.955
"1543","7321","CHRISTMAS TREES","CANAAN FIR",447.21,500.84,368.29,334.93,322.16,454.3,476.78,694.55,722.471,719.2
"1544","7321","CHRISTMAS TREES","CAROLINA SAPHIRE",25,58,NA,0.7,11.2,0.7,0.87,3.17,7.95,60.65
"1545","7321","CHRISTMAS TREES","COLORADO BLUE SPRUCE",989.08,867.16,1030.66,949.55,1008.06,950.47,696.06,697.155,561.376,348.305
"1546","7321","CHRISTMAS TREES","CONCOLOR FIR",392.37,377.82,451.23,499.28,461,429.21,475.07,572.785,584.095,593.715
"1547","7321","CHRISTMAS TREES","DOUGLAS",13459.19,12356.75,12452.53,10980.23,11221.4,9034.7,9647.15,8641.045,7067.695,6911.635
"1548","7321","CHRISTMAS TREES","ENGELMANN SPRUCE",NA,NA,NA,0.21,4.68,120.37,76.7,73.63,61.63,71.39
